Job Title,Job link,Company name,Location,Skills
Senior Backend Developer,https://wuzzuf.net/jobs/p/jCQp1dNBNRYz-Senior-Backend-Developer-Travolic-LLc-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Travolic.LLc -,Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · API · Computer Science · JavaScript · Express.js · NestJS. · Node.js · RESTful APIs
Junior/Mid Full Stack Engineer (PHP Laravel),https://wuzzuf.net/jobs/p/9dprpdVCmdtm-JuniorMid-Full-Stack-Engineer-PHP-Laravel-Convertedin-Cairo-Egypt,"Cairo, Egypt ",Convertedin -,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · javaScript · Software Engineering · Full Stack · Engineering
AI Engineer,https://wuzzuf.net/jobs/p/IUYiEB8jWm8w-AI-Engineer-Ewa-Cairo-Egypt,"Cairo, Egypt ",Ewa  -,Senior Management · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AI · Engineering · Computer Science · Machine Learning · Python · TensorFlow · Java
IT Specialist . Tanta,https://wuzzuf.net/jobs/p/KeIVcTbfAhZP-IT-Specialist-Tanta-Ibn-Sina-Pharma-Gharbia-Egypt,"Tanta, Gharbia, Egypt ",Ibn Sina Pharma -,Experienced · 1 - 2 Yrs of Exp · Hospitality/Hotels/Food Services · IT/Software Development · Engineering - Telecom/Technology · CCNA · Computer Science · Information Technology (IT) · MCSA · MCITP
Environmental Expert logistic,https://wuzzuf.net/jobs/p/noD3alWonLwX-Environmental-Expert-logistic-Bureau-Veritas-Group-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Bureau Veritas Group -,Not specified · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · logistics · supply chain · engineering · microsoft office · quality · science · sap
Environmental Expert Aviation,https://wuzzuf.net/jobs/p/yKfBwY0qOYQD-Environmental-Expert-Aviation-Bureau-Veritas-Group-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Bureau Veritas Group -,Not specified · Quality · Engineering - Mechanical/Electrical · Engineering - Other · engineering · architecture · electrical engineering · adobe photoshop · quality · science · safety
Senior Java Developer,https://wuzzuf.net/jobs/p/K3H1DOadQLEG-Senior-Java-Developer-NFQ-Technologies-Cairo-Egypt,"Cairo, Egypt ",NFQ Technologies -,Not specified · Business Development · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · javaScript · Software Engineering · CSS · SQL
Senior - Transport Planning & Mobility,https://wuzzuf.net/jobs/p/8dXxIIcMuN8a-Senior---Transport-Planning-Mobility-WSP-Abu-Dhabi-United-Arab-Emirates,"Abu Dhabi, United Arab Emirates ",WSP -,Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Engineering · Software Engineering · Sales · Sales Skills
Offshore Product Owner_VOIS,https://wuzzuf.net/jobs/p/yIXAYbFofw7C-Offshore-Product-OwnerVOIS-Vodafone---Egypt-Cairo-Egypt,"Cairo, Egypt ",Vodafone - Egypt -,Not specified · Customer Service/Support · Engineering - Telecom/Technology · .net · cad · computer science · customer care
Senior Backend Developer,https://wuzzuf.net/jobs/p/HR0kC5MqxNEC-Senior-Backend-Developer-700Apps-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",700Apps -,Not specified · Business Development · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · javaScript · HTML · CSS
Tester & Quality Assurance Engineer,https://wuzzuf.net/jobs/p/auTASVjXq6iY-Tester-Quality-Assurance-Engineer-ITIDA-Giza-Egypt,"Abu Rawash, Giza, Egypt ",ITIDA -,Experienced · 3 - 5 Yrs of Exp · Quality · Engineering - Telecom/Technology · Quality Assurance · Engineering · quality · Quality Control · Computer Engineering · Computer Science · Project Management · Science
Workplace Health and Safety Officer,https://wuzzuf.net/jobs/p/CxUrsaUHbtKI-Workplace-Health-and-Safety-Officer-Amazon-MENA-Medina-Saudi-Arabia,"Medina, Saudi Arabia ",Amazon MENA -,Not specified · Engineering - Construction/Civil/Architecture · Quality · Engineering - Other · Quality · Safety · Engineering · HSE · Health · Health &amp; Safety · Microsoft Office
"Strategic Vendor Support - Electronics (project ends: 31 Dec 2024), CE - Electronics",https://wuzzuf.net/jobs/p/uDlQXkkaZWKB-Strategic-Vendor-Support---Electronics-project-ends-31-Dec-2024-CE---Electronics-Souq-com-for-E-Commerce-LLC---G32-Cairo-Egypt,"Cairo, Egypt ",Souq.com for E-Commerce LLC - G32 -,Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · sales · information technology (it) · sales skills · computer science · marketing · management · business development
Software Quality Assurance Engineer,https://wuzzuf.net/jobs/p/Jvs9u08my2Mv-Software-Quality-Assurance-Engineer-ITS-Cairo-Egypt,"Nasr City, Cairo, Egypt ",ITS  -,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Quality Assurance · Engineering
"Risk Analyst , Threat Evaluation and Risk Assessment (TERA)",https://wuzzuf.net/jobs/p/hfEez8J13loB-Risk-Analyst-Threat-Evaluation-and-Risk-Assessment-TERA-Q-Express-Documents-Transport---G25-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Q-Express Documents Transport - G25 -,Not specified · Accounting/Finance · IT/Software Development · Analyst/Research · finance · accounting · computer science · information technology (it) · management · analysis · risk management
Software Application Support Engineer,https://wuzzuf.net/jobs/p/7mQ8OgaJxg37-Software-Application-Support-Engineer-Softec-Technologies-Cairo-Egypt,"Maadi, Cairo, Egypt ",Softec Technologies -,Entry Level · 0 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Technical Support · Information Technology (IT) · Computer Science · Troubleshooting · Networking · English
Sales Representative,https://wuzzuf.net/jobs/p/Jg1kLKV6eqlA-Sales-Representative-myTVS-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",myTVS -,Not specified · Customer Service/Support · Medical/Healthcare · Sales/Retail · Sales · Sales Skills · Sales Target · Customer Service · Customer Support · Customer Care · Outdoor Sales
Associate - Human Capital Operations,https://wuzzuf.net/jobs/p/ivoMZJPR2Unj-Associate---Human-Capital-Operations-Manpower-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Manpower -,Not specified · Business Development · Customer Service/Support · Sales/Retail · Sales Skills · Customer Service · Sales Target · Sales · Marketing · Outdoor Sales · Business Development
IT Infra Project Manager,https://wuzzuf.net/jobs/p/EOcEWLVz4dCh-IT-Infra-Project-Manager-Atribs-Metscon-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Atribs Metscon -,Not specified · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Information Technology (IT) · Project Management · PMP · Computer Science · Software Development · Software Engineering · Computer Engineering
Network Engineer - Saudi Arabia,https://wuzzuf.net/jobs/p/MSlv8ZzQq95A-Network-Engineer---Saudi-Arabia-Juniper-Networks-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Juniper Networks -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Networking · Computer Engineering · Networks · Installation
Principal Backend Engineer,https://wuzzuf.net/jobs/p/kusadLsPetT8-Principal-Backend-Engineer-Alpheya-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Alpheya -,Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Engineering · SQL · Backend
Early Career Trainee - Services Specialist,https://wuzzuf.net/jobs/p/Y5bcrByArfVk-Early-Career-Trainee---Services-Specialist-Baker-Hughes-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Baker Hughes -,Not specified · Marketing/PR/Advertising · Sales/Retail · Pharmaceutical · sales · marketing · sales skills · pharmaceutical · science · engineering · business
Backend Engineer (NodeJS),https://wuzzuf.net/jobs/p/3G3YHoeu9Lyr-Backend-Engineer-NodeJS-Bright-Creations-Giza-Egypt,"Smart Village, Giza, Egypt ",Bright Creations -,Entry Level · 2 - 5 Yrs of Exp · IT/Software Development · back-end · APIs · backend · Computer Science · JavaScript · MongoDB · MySQL · Software Development · Software Engineering
Project Administrator,https://wuzzuf.net/jobs/p/vj7BP3dVNUrx-Project-Administrator-WorleyParsons-Khobar-Saudi-Arabia,"Khobar, Saudi Arabia ",WorleyParsons -,Not specified · Administration · IT/Software Development · Project/Program Management · Project Management · Administration · Business Administration · Microsoft Office · Engineering · Information Technology (IT) · English
Senior Manufacturing Technology Engineer,https://wuzzuf.net/jobs/p/W9xsQ9Ve5mrp-Senior-Manufacturing-Technology-Engineer-Shift-EV-Cairo-Egypt,"Cairo, Egypt ",Shift EV -,Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology · information technology (it) · computer science · software development · software engineering · engineering · software · design
Software QA Lead,https://wuzzuf.net/jobs/p/Wb3hV8v3MR31-Software-QA-Lead-Paymob-Solutions-Cairo-Egypt,"Maadi, Cairo, Egypt ",Paymob Solutions -,Experienced · 6 - 7 Yrs of Exp · IT/Software Development · Agile · Computer Science · Engineering · Information Technology (IT) · Quality Assurance · QA · Software · Software Development · Software Testing
Account Specialist,https://wuzzuf.net/jobs/p/KvHN74Ecb03G-Account-Specialist-Mercer-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Mercer -,Not specified · Customer Service/Support · Sales/Retail · Pharmaceutical · Sales · Customer Service · Customer Support · Sales Skills · Customer Care · Sales Target · Account Management
SR. PLANNING ENGINEER,https://wuzzuf.net/jobs/p/uFoc9r06Uych-SR-PLANNING-ENGINEER-Duncan-Ross-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Duncan & Ross -,Not specified · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical · Engineering · Planning · Civil Engineering · Primavera · Project Management · Construction · Architecture
"Senior Cloud Security Specialist - Logicom Public - Dubai, UAE - 5-10 years experience",https://wuzzuf.net/jobs/p/0LFhhFvqQhkB-Senior-Cloud-Security-Specialist---Logicom-Public---Dubai-UAE---5-10-years-experience-Logicom-Group-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Logicom Group -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · CISSP · Information Security · VPN · CBCP
Early Career Trainee - AMO Engineer,https://wuzzuf.net/jobs/p/X7G1A6ANurMw-Early-Career-Trainee---AMO-Engineer-Baker-Hughes-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Baker Hughes -,Not specified · Marketing/PR/Advertising · Sales/Retail · Pharmaceutical · sales · marketing · sales skills · pharmaceutical · science · engineering · business
R/D & Business Intelligence Specialist,https://wuzzuf.net/jobs/p/hscxA64pcGs2-RD-Business-Intelligence-Specialist-Blackstone-eIT-Cairo-Egypt,"Cairo, Egypt ",Blackstone eIT -,Not specified · R&D/Science · IT/Software Development · Pharmaceutical · R&amp;D · Science · Engineering · Research · Pharmacy · Information Technology (IT) · Production
R&D Specialist,https://wuzzuf.net/jobs/p/dnfka3Dnsbis-RD-Specialist-Blackstone-eIT-Cairo-Egypt,"Cairo, Egypt ",Blackstone eIT -,Not specified · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · R&amp;D · Science · Engineering · Information Technology (IT) · Computer Science · Research · Pharmacy
iOS Engineer (Fintech),https://wuzzuf.net/jobs/p/RfGWXnyH556z-iOS-Engineer-Fintech-Bright-Creations-Giza-Egypt,"Smart Village, Giza, Egypt ",Bright Creations -,Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · iOS Development · RESTful APIs · Gitlab · YAML · FastLane · Test Driven Development
SCM & IT Trainee,https://wuzzuf.net/jobs/p/HTNu2tlOONyZ-SCM-IT-Trainee-ALPLA-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",ALPLA -,Not specified · IT/Software Development · Logistics/Supply Chain · Engineering - Telecom/Technology · SCM · Information Technology (IT) · Computer Science · Supply Chain · Engineering · ERP · Oracle
Business Analyst - Commercial Business Control,https://wuzzuf.net/jobs/p/vYK31eESzKLR-Business-Analyst---Commercial-Business-Control-Heineken-Cairo-Egypt,"Cairo, Egypt ",Heineken -,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Information Technology (IT) · Computer Science · Analysis · Software Development · Software · Computer Engineering
Systems Engineer - Egypt,https://wuzzuf.net/jobs/p/DyrLhKR4laT8-Systems-Engineer---Egypt-DATAPATROL-Cairo-Egypt,"Cairo, Egypt ",DATAPATROL -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Software Engineering · Installation · Software Development
HSE Lead,https://wuzzuf.net/jobs/p/2B3uRNweZfog-HSE-Lead-WorleyParsons-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",WorleyParsons -,Not specified · Engineering - Construction/Civil/Architecture · Quality · Engineering - Other · HSE · Quality · Health &amp; Safety · Microsoft Office · Architecture · Civil Engineering · Engineering
Early Career Trainee - HR Shared Services (Saudi Arabia),https://wuzzuf.net/jobs/p/ue714EpK3X1K-Early-Career-Trainee---HR-Shared-Services-Saudi-Arabia-Baker-Hughes-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Baker Hughes -,Not specified · Marketing/PR/Advertising · Sales/Retail · Pharmaceutical · sales · marketing · sales skills · pharmaceutical · science · engineering · customer service
Front End Developer,https://wuzzuf.net/jobs/p/MkwAs0kOhjzb-Front-End-Developer-Atribs-Metscon-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Atribs Metscon -,Not specified · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · javaScript · CSS · HTML · Software Engineering
IT Specialist,https://wuzzuf.net/jobs/p/TTD4DX5Gm6G2-IT-Specialist-Giza-Egypt,"Dokki, Giza, Egypt ",Confidential -,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · CCNA · Engineering · English · MCSA · networks · Software
Head of Product,https://wuzzuf.net/jobs/p/fzKcG3Yclltq-Head-of-Product-Coral-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Coral -,Not specified · R&D/Science · Project/Program Management · Engineering - Other · Science · Management · Engineering · FMCG · Marketing · Pharmaceutical · Pharmacy
RESILIENCE ASSURANCE OFFICER,https://wuzzuf.net/jobs/p/XmMjjk5chiWl-RESILIENCE-ASSURANCE-OFFICER-Commercial-International-Group-Cairo-Egypt,"Cairo, Egypt ",Commercial International Group -,Not specified · R&D/Science · IT/Software Development · Quality · Quality Assurance · Quality Control · Quality · Science · Information Technology (IT) · Software Testing · APIs
Software Quality Control Engineer,https://wuzzuf.net/jobs/p/bGS81PiajIjZ-Software-Quality-Control-Engineer-BlueCloud-Technologies-Cairo-Egypt,"Cairo, Egypt ",BlueCloud Technologies -,Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Computer Science · Quality Assurance · Information Technology (IT) · Software Testing · Engineering · Testing
Technical Product Manager - Ordering,https://wuzzuf.net/jobs/p/ajFCnfU5ulWh-Technical-Product-Manager---Ordering-MaxAB-Cairo-Egypt,"Cairo, Egypt ",MaxAB -,Not specified · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Engineering · Product Management · Information Technology (IT) · Marketing · Sales · Computer Science · Project Management
Group Product Manager - Core,https://wuzzuf.net/jobs/p/L72NRgjGcqyK-Group-Product-Manager---Core-MaxAB-Cairo-Egypt,"Cairo, Egypt ",MaxAB -,Not specified · IT/Software Development · Marketing/PR/Advertising · Project/Program Management · Product Management · Marketing · Sales · Information Technology (IT) · Computer Science · Business Development · Project Management
Application Support Engineer,https://wuzzuf.net/jobs/p/dXF500fIr2K2-Application-Support-Engineer-Giza-Arabia-Systems-Cairo-Egypt,"Cairo, Egypt ",Giza Arabia Systems -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Technical Support · Engineering · Customer Support · Customer Service · Customer Care
Overheads Controlling Manager - Contractor (6 months),https://wuzzuf.net/jobs/p/gWbAgjGjdRbn-Overheads-Controlling-Manager---Contractor-6-months-Danone-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Danone -,Not specified · Accounting/Finance · Engineering - Construction/Civil/Architecture · Quality · Quality Control · Engineering · Quality Assurance · Civil Engineering · Microsoft Office · Quality · Accounting
Database Administrator,https://wuzzuf.net/jobs/p/C9oT4dpAHhQO-Database-Administrator-Egyptian-Banks-Company-Cairo-Egypt,"Cairo, Egypt ",Egyptian Banks Company -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · SQL · Oracle · Database Administration · Database · Linux
"Business Analyst, IES MVR",https://wuzzuf.net/jobs/p/dkoXJYBLw9W8-Business-Analyst-IES-MVR-Amazon-Middle-East-and-North-Africa-FZ-LLC-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Amazon Middle East and North Africa FZ-LLC -,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · computer science · information technology (it) · sql · accounting · finance · financial analysis · analysis
Early Career Trainee -Process Quality Engineer (Saudi Arabia),https://wuzzuf.net/jobs/p/UOmI1SXLGHhM-Early-Career-Trainee--Process-Quality-Engineer-Saudi-Arabia-Baker-Hughes-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Baker Hughes -,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · information technology (it) · engineering · computer science · software development · management · quality · production
Enterprise Backup Administrator,https://wuzzuf.net/jobs/p/4gJ5YzA9DkFh-Enterprise-Backup-Administrator-Sscegypt-Cairo-Egypt,"Cairo, Egypt ",Sscegypt -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · computer engineering · linux · administration · software
German TES Operations Team Lead _VOIS,https://wuzzuf.net/jobs/p/sajlnH4Sx0ZO-German-TES-Operations-Team-Lead-VOIS-Vodafone---Egypt-Cairo-Egypt,"Cairo, Egypt ",Vodafone - Egypt -,Not specified · Customer Service/Support · IT/Software Development · Project/Program Management · information technology (it) · customer service · management · computer science · engineering · english · communication
Hyper Automation Consultant,https://wuzzuf.net/jobs/p/lPwDhZvOstYM-Hyper-Automation-Consultant-Atribs-Metscon-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Atribs Metscon -,Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · sql · automation · testing · cloud
Senior Manager – Credit Support (For UAE Nationals),https://wuzzuf.net/jobs/p/cFAn6Eeie3F9-Senior-Manager-–-Credit-Support-For-UAE-Nationals-ADCB-Abu-Dhabi-Commercial-Bank-Abu-Dhabi-United-Arab-Emirates,"Abu Dhabi, United Arab Emirates ",ADCB Abu Dhabi Commercial Bank -,Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · information technology (it) · computer science · sales · engineering · customer service · customer support · financial analysis
Senior Product Manager ( For UAE Nationals),https://wuzzuf.net/jobs/p/XbC9ivzluMq3-Senior-Product-Manager-For-UAE-Nationals-ADCB-Abu-Dhabi-Commercial-Bank-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",ADCB Abu Dhabi Commercial Bank -,Not specified · IT/Software Development · Marketing/PR/Advertising · Sales/Retail · Sales · Marketing · Information Technology (IT) · Sales Skills · Project Management · Product Management · Computer Science
IT Team Leader,https://wuzzuf.net/jobs/p/r4wJBJSQXc7f-IT-Team-Leader-ElMehy-Engineering-Company-Cairo-Egypt,"Heliopolis, Cairo, Egypt ",ElMehy Engineering Company -,Manager · 10 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Communication skills · English · Computer Science · SAP · Sharepoint · SQL · sales skills · MS SQL
"Project Information Specialist I - EDMS (SPF, SP-PID, SPI)",https://wuzzuf.net/jobs/p/suCQI5Xno52h-Project-Information-Specialist-I---EDMS-SPF-SP-PID-SPI-Fluor-Corporation-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Fluor Corporation -,Not specified · IT/Software Development · Marketing/PR/Advertising · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · project management · management · design · procurement
Technical Product Manager - Payment,https://wuzzuf.net/jobs/p/keuGg7k2ZtPC-Technical-Product-Manager---Payment-MaxAB-Cairo-Egypt,"Cairo, Egypt ",MaxAB -,Not specified · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Engineering · Product Management · Information Technology (IT) · Marketing · Sales · Computer Science · Project Management
Project Manager,https://wuzzuf.net/jobs/p/jQuR8TJcgQrV-Project-Manager-Bureau-Veritas-Group-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Bureau Veritas Group -,Not specified · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Project Management · Engineering · Information Technology (IT) · Management · Computer Science · Civil Engineering · Microsoft Office
Database Administrator,https://wuzzuf.net/jobs/p/w3A97WEY0RMN-Database-Administrator-Pentavalue-Cairo-Egypt,"Cairo, Egypt ",Pentavalue -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · SQL · Oracle · Database Administration · Database · Linux
Manager Business Support,https://wuzzuf.net/jobs/p/UqWFE7gxSKaq-Manager-Business-Support-ADCB-Abu-Dhabi-Commercial-Bank-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",ADCB Abu Dhabi Commercial Bank -,Not specified · Business Development · Customer Service/Support · Sales/Retail · Business Development · Sales · Sales Skills · Customer Support · Customer Service · Customer Care · Marketing
Senior Product Marketing Manager,https://wuzzuf.net/jobs/p/6VhKVc0SE3og-Senior-Product-Marketing-Manager-Mozn-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Mozn -,Not specified · Business Development · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Market Research · E-marketing · Social Media · Product Management · Advertising · Media
ReactJS Frontend Developer,https://wuzzuf.net/jobs/p/oQ3N6nGur3nd-ReactJS-Frontend-Developer-Bright-Creations-Giza-Egypt,"Smart Village, Giza, Egypt ",Bright Creations -,Entry Level · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Sass · JavaScript · CSS · UI · Frontend · HTML5 · Software Development · Vue.js
Backend Developer (Laravel),https://wuzzuf.net/jobs/p/RnesCEWKjAo8-Backend-Developer-Laravel-Bright-Creations-Giza-Egypt,"Smart Village, Giza, Egypt ",Bright Creations -,Entry Level · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · APIs · Laravel · PHP · Back-End Development · Full Stack Development · Computer Science · Information Technology (IT)
Reliability Engineer Drilling Services,https://wuzzuf.net/jobs/p/wMPpuUtSV3CA-Reliability-Engineer-Drilling-Services-Baker-Hughes-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Baker Hughes -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · software development · .net · design · science
Senior Administrator (Temp),https://wuzzuf.net/jobs/p/ajWqfoRRae0K-Senior-Administrator-Temp-Nathan-Nathan-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Nathan & Nathan -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Linux · System Administration · Administration · Database · Engineering
Electrical Engineer Level II,https://wuzzuf.net/jobs/p/gKT8U47AEFvW-Electrical-Engineer-Level-II-WorleyParsons-Khobar-Saudi-Arabia,"Khobar, Saudi Arabia ",WorleyParsons -,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · electrical engineering · engineering · mechanical engineering · computer science · installation · electrical · quality
Network Technical Support,https://wuzzuf.net/jobs/p/E2BSHiITivqg-Network-Technical-Support-IT-Pillars-Cairo-Egypt,"Nasr City, Cairo, Egypt ",IT Pillars -,Experienced · 1 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Technical Support · IT Support · Networks · Customer Service · Customer Care
Content Team Leader,https://wuzzuf.net/jobs/p/HzaAySXXDpyp-Content-Team-Leader-Nana-Cairo-Egypt,"Cairo, Egypt ",Nana -,Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Sales · Sales Skills · Sales Target · Information Technology (IT) · Computer Science · Customer Service · Real Estate
Legacy Job Role,https://wuzzuf.net/jobs/p/gXj60tGtxRZb-Legacy-Job-Role-Etihad-Airways-Abu-Dhabi-United-Arab-Emirates,"Abu Dhabi, United Arab Emirates ",Etihad Airways -,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · information technology (it) · computer science · computer engineering · linux · engineering · software · networks
Cyber Security Architecture Tech Lead_VOIS,https://wuzzuf.net/jobs/p/rBRVIalSLaZr-Cyber-Security-Architecture-Tech-LeadVOIS-Vodafone---Egypt-Cairo-Egypt,"Cairo, Egypt ",Vodafone - Egypt -,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · startup · design · cissp · cyber security
Full Stack Engineer,https://wuzzuf.net/jobs/p/3TbXoAWdOxhy-Full-Stack-Engineer-Greenalytics-Giza-Egypt,"6th of October, Giza, Egypt ",Greenalytics -,Experienced · 2+ Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Engineering · Software Development · Full Stack
Control & Reporting Assistant Analyst - AR (French Speaker),https://wuzzuf.net/jobs/p/da2AaYnlof6Q-Control-Reporting-Assistant-Analyst---AR-French-Speaker-Pepsico-Cairo-Egypt,"Cairo, Egypt ",Pepsico -,Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Quality Assurance · Engineering · Quality · Computer Science · Information Technology (IT) · QC
Project Manager,https://wuzzuf.net/jobs/p/J41RpVJKSZVr-Project-Manager-WorleyParsons-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",WorleyParsons -,Not specified · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Project Management · Engineering · Information Technology (IT) · Management · Computer Science · Civil Engineering · Microsoft Office
Incident communication & MIS Reporting Senior Tech Lead,https://wuzzuf.net/jobs/p/plIWNwGsoiQY-Incident-communication-MIS-Reporting-Senior-Tech-Lead-Vodafone---Egypt-Cairo-Egypt,"Cairo, Egypt ",Vodafone - Egypt -,Not specified · IT/Software Development · Marketing/PR/Advertising · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · software engineering · management · communication · soc
Scheduling Engineer,https://wuzzuf.net/jobs/p/tncWJFHRBFNs-Scheduling-Engineer-Jobskey-Consultancy-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Jobskey Consultancy -,Not specified · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Telecom/Technology · Engineering · Civil Engineering · Planning · Construction · Project Management · Primavera · Scheduling
Database Administrator,https://wuzzuf.net/jobs/p/vSv7OZHy7kNm-Database-Administrator-SSC-Cairo-Egypt,"Cairo, Egypt ",SSC -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · SQL · Oracle · Database Administration · Database · Linux
