Job Title,Job link,Company name,Location,Skills
Software Developer,https://wuzzuf.net/jobs/p/hS5nz4CthTFG-Software-Developer-Misr-Elkheir-Foundation-Cairo-Egypt,"Mokattam, Cairo, Egypt ",Misr Elkheir Foundation -,Entry Level · 1 - 2 Yrs of Exp · males_preferred · IT/Software Development · Engineering - Telecom/Technology · PHP · HTML · Software Engineering · Software Development · jQuery · HTML5 · CSS3 · Information Technology (IT)
Revenue Assurance Officer,https://wuzzuf.net/jobs/p/v8lhkWKkXCm2-Revenue-Assurance-Officer-Albostany-for-real-estate-Cairo-Egypt,"Cairo, Egypt ",Albostany for real estate -,Not specified · R&D/Science · IT/Software Development · Quality · Quality Assurance · Quality Control · Quality · Science · Information Technology (IT) · Software Testing · APIs
IT Manager-Cluster,https://wuzzuf.net/jobs/p/YUKUEn32y8iS-IT-Manager-Cluster-Marriott-International-Kuwait-City-Kuwait,"Kuwait City, Kuwait ",Marriott International -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Project Management · Sales · Management · Computer Engineering
Junior Project Coordinator (Ex Offshore Customer Service Rep),https://wuzzuf.net/jobs/p/uneI8qUYxbyu-Junior-Project-Coordinator-Ex-Offshore-Customer-Service-Rep-Laoret-Cairo-Egypt,"Cairo, Egypt ",Laoret -,Not specified · Administration · IT/Software Development · Project/Program Management · Project Management · Administration · Microsoft Office · Project Coordination · Information Technology (IT) · Computer Science · Engineering
Principal Engineer - Metallurgy & Corrosion,https://wuzzuf.net/jobs/p/1WfJKRDNeD6N-Principal-Engineer---Metallurgy-Corrosion-Petrofac-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Petrofac -,Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Telecommunication · Software Engineering · Software Development · Mechatronics
Operational Finance Analyst,https://wuzzuf.net/jobs/p/ZJ9p9OFd4hbw-Operational-Finance-Analyst-Dentsu-Inc-Cairo-Egypt,"Cairo, Egypt ",Dentsu Inc -,Not specified · Accounting/Finance · Operations/Management · Analyst/Research · Accounting · Analysis · Finance · Sales · Financial Analysis · Operations · Sales Skills
Operations Analyst,https://wuzzuf.net/jobs/p/fjIjsr3sw7UK-Operations-Analyst-Etihad-Airways-Abu-Dhabi-United-Arab-Emirates,"Abu Dhabi, United Arab Emirates ",Etihad Airways -,Not specified · Operations/Management · Analyst/Research · Sales/Retail · Analysis · Operations · Sales · Sales Skills · Indoor Sales · Outdoor Sales · Information Technology (IT)
IT Security Manager,https://wuzzuf.net/jobs/p/McFd44HSyLzc-IT-Security-Manager-BTC-Egypt-Gold-Cairo-Egypt,"Heliopolis, Cairo, Egypt ",BTC-Egypt Gold -,Manager · 12 - 15 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Communication · Computer Engineering · Computer Science · English · Firewall · Information Technology (IT) · Management
IT Specialist,https://wuzzuf.net/jobs/p/em2jjaYqEm8J-IT-Specialist-Egyptian-Cultural-Center-Cairo-Egypt,"Nasr City, Cairo, Egypt ",Egyptian Cultural Center -,Experienced · 2 - 3 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · Cisco · Computer Science · CSS · HTML · Information technology · Information Technology (IT)
"Developer - IFS (CRIM) Dubai, United Arab Emirates Posted on 12/28/2023 Be the First to Apply",https://wuzzuf.net/jobs/p/NFIgSPJoJScC-Developer---IFS-CRIM-Dubai-United-Arab-Emirates-Posted-on-12282023-Be-the-First-to-Apply-Cargoes-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Cargoes -,Not specified · Business Development · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Business Development · javaScript · Engineering
SOC Analyst – Level 1- KSA,https://wuzzuf.net/jobs/p/gXN8TsT7Ci2G-SOC-Analyst-–-Level-1--KSA-IT-Security-CT-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",IT Security C&T -,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · information technology (it) · computer science · customer service · analysis · engineering · operations · research
Senior Machine Learning Engineer,https://wuzzuf.net/jobs/p/88d2c9JQvKyC-Senior-Machine-Learning-Engineer-Convertedin-Aggregated-Cairo-Egypt,"Cairo, Egypt ",Convertedin -,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Python · Computer Science · Information Technology (IT) · Machine Learning · Software Engineering · C++ · Mathematics
Solutions Architect,https://wuzzuf.net/jobs/p/435HrryRsIXv-Solutions-Architect-Commercial-International-Group-Cairo-Egypt,"Cairo, Egypt ",Commercial International Group -,Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Software Engineering · Software Development · Solution Architecture
Senior Business Intelligence Engineer,https://wuzzuf.net/jobs/p/S8tjRk48GXUY-Senior-Business-Intelligence-Engineer-quTIP-Cairo-Egypt,"Heliopolis, Cairo, Egypt ",quTIP -,Experienced · 3 - 8 Yrs of Exp · IT/Software Development · Microsoft stack · Computer Science · Business Intelligence · BI
Technology Engineer - Client Engineering,https://wuzzuf.net/jobs/p/ECWAgDDEo3NA-Technology-Engineer---Client-Engineering-Gulf-Business-Machines-PND-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Gulf Business Machines PND -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Engineering · Software Engineering · Computer Engineering · javaScript
Engineering Manager,https://wuzzuf.net/jobs/p/63O6Cohc9e8P-Engineering-Manager-WorleyParsons-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",WorleyParsons -,Not specified · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Engineering · Project Management · Information Technology (IT) · Management · Computer Science · Civil Engineering · Construction
Senior Document Controller,https://wuzzuf.net/jobs/p/SBzebsAglwRw-Senior-Document-Controller-WorleyParsons-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",WorleyParsons -,Not specified · Administration · IT/Software Development · Quality · Administration · Quality Control · Microsoft Office · Computer Science · Quality Assurance · Information Technology (IT) · Document Control
Localization Project Manager,https://wuzzuf.net/jobs/p/E1fELhVJ03NG-Localization-Project-Manager-Laoret-Cairo-Egypt,"Cairo, Egypt ",Laoret -,Not specified · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Project Management · Engineering · PMP · Information Technology (IT) · Computer Science · Management · Civil Engineering
Senior Automation Specialist,https://wuzzuf.net/jobs/p/7NVxhQFKDKgV-Senior-Automation-Specialist-Giza-Arabia-Systems-Cairo-Egypt,"Cairo, Egypt ",Giza Arabia Systems -,Not specified · Human Resources · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Human Resources (HR) · E-marketing · Microsoft Office · Digital Marketing · Media
Web Developer,https://wuzzuf.net/jobs/p/Ba5ODrgEQfwz-Web-Developer-Sscegypt-Cairo-Egypt,"Cairo, Egypt ",Sscegypt -,Not specified · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Web Development · Software Development · javaScript · Software Engineering · CSS
Developer - IFS (CRIM),https://wuzzuf.net/jobs/p/WBeylGUNfcaV-Developer---IFS-CRIM-DP-World-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",DP World -,Not specified · Business Development · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Business Development · javaScript · Engineering
Help Desk Agents,https://wuzzuf.net/jobs/p/mI9Fqq4afVY1-Help-Desk-Agents-Vistas-Global-Doha-Qatar,"Doha, Qatar ",Vistas Global -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Help Desk · Installation · Technical Support · Maintenance · Software
Telecom Security Tech Lead,https://wuzzuf.net/jobs/p/BiAFOAgyaJwt-Telecom-Security-Tech-Lead-Vodafone---Egypt-Cairo-Egypt,"Cairo, Egypt ",Vodafone - Egypt -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · telecom engineering · software · management · design
Project Manager (Digitization of Newspapers and Magazines),https://wuzzuf.net/jobs/p/7tCivUjZX2yr-Project-Manager-Digitization-of-Newspapers-and-Magazines-RDI-Giza-Egypt,"Dokki, Giza, Egypt ",RDI -,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Operations/Management · Project/Program Management · Digital Transformation · Data Engineering · digitization · OCR · Project Management
Telecommunication Support Engineer Senior Supervisor,https://wuzzuf.net/jobs/p/78Yi6IJgnp1A-Telecommunication-Support-Engineer-Senior-Supervisor-Xceed-Contact-Center-Giza-Egypt,"Giza, Egypt ",Xceed Contact Center -,Manager · 6 - 6 Yrs of Exp · Engineering - Construction/Civil/Architecture · Java · Computer Science · SQL · Python
R&D Scientist,https://wuzzuf.net/jobs/p/bR5C0RmQFzpG-RD-Scientist-Pepsico-Cairo-Egypt,"Cairo, Egypt ",Pepsico -,Not specified · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · R&amp;D · Science · Engineering · Information Technology (IT) · Computer Science · Research · Pharmacy
Infrastructure & Operations Director,https://wuzzuf.net/jobs/p/WdokXRYOtKMa-Infrastructure-Operations-Director-MAJID-AL-FUTTAIM-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",MAJID AL FUTTAIM -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Infrastructure · Engineering · Computer Engineering · Civil Engineering · Installation
Machine Learning Engineer,https://wuzzuf.net/jobs/p/2TYSpFUXlRTe-Machine-Learning-Engineer-Blackstone-eIT-Aggregated-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Blackstone eIT -,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Machine Learning · Computer Science · Information Technology (IT) · Python · Software Engineering · Computer Engineering · Engineering
Machine Learning Engineer,https://wuzzuf.net/jobs/p/7ZNfO2FtHE3h-Machine-Learning-Engineer-Convertedin-Aggregated-Cairo-Egypt,"Cairo, Egypt ",Convertedin -,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Machine Learning · Computer Science · Information Technology (IT) · Python · Software Engineering · Computer Engineering · Engineering
Business Performance Analyst,https://wuzzuf.net/jobs/p/TNtqNMmMgR11-Business-Performance-Analyst-Lucidya-Aggregated-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Lucidya -,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Information Technology (IT) · Computer Science · Analysis · Software Development · Software · Engineering
UI UX Designer | Hybrid,https://wuzzuf.net/jobs/p/wWATLMrNC71S-UI-UX-Designer-Hybrid-Cairo-Egypt,"Nasr City, Cairo, Egypt ",Confidential -,Experienced · 2 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Design · Figma · Research · Testing · ui · UX Design
Senior QC performance testing,https://wuzzuf.net/jobs/p/l99BiqkQhs43-Senior-QC-performance-testing-Giza-Systems-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Giza Systems -,Experienced · 5 - 15 Yrs of Exp · IT/Software Development · Analysis · Computer Science · quality · Quality Control · Software Testing · Information Technology (IT) · Engineering
Performance & Strategy Analyst,https://wuzzuf.net/jobs/p/XBlzMUb2yUmg-Performance-Strategy-Analyst-Lucidya-Aggregated-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Lucidya -,Not specified · Human Resources · IT/Software Development · Engineering - Telecom/Technology · Performance Management · Human Resources (HR) · Recruitment · Computer Science · Information Technology (IT) · Management · Microsoft Office
Technical Support Specialist,https://wuzzuf.net/jobs/p/xCcsIS2gZQp0-Technical-Support-Specialist-Rashideen-Egypt-for-Trade-Cairo-Egypt,"Katameya, Cairo, Egypt ",Rashideen Egypt for Trade  -,Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Engineering · Computer Science
"Senior Account Manager ""government""",https://wuzzuf.net/jobs/p/pONoSOacD4u9-Senior-Account-Manager-government-KnowledgeNet-Aggregated-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",KnowledgeNet -,Not specified · Customer Service/Support · IT/Software Development · Sales/Retail · Sales · Sales Skills · Customer Service · Customer Support · Sales Target · Customer Care · Account Management
Technical Lead,https://wuzzuf.net/jobs/p/Mf62Wv8kEIbv-Technical-Lead-Giza-Systems-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Giza Systems -,Manager · 10 - 20 Yrs of Exp · IT/Software Development · Agile · Communication skills · Computer Science · Elasticsearch · Engineering · Information Technology (IT) · Management · Project · Security
IT Technical Support Engineer - ITIL,https://wuzzuf.net/jobs/p/h1rvhwQzpwrL-IT-Technical-Support-Engineer---ITIL-VAM-Systems-Aggregated-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",VAM Systems -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Technical Support · Computer Science · Engineering · Computer Engineering · Customer Service · Customer Support
Administrator,https://wuzzuf.net/jobs/p/wUjHPLWWJmNt-Administrator-Etihad-Airways-Abu-Dhabi-United-Arab-Emirates,"Abu Dhabi, United Arab Emirates ",Etihad Airways -,Not specified · Administration · Customer Service/Support · Sales/Retail · Administration · Microsoft Office · Office Management · Business Administration · Admin · Secretary · Customer Service
"Vendor Consultant - Italian, AVS-NOP",https://wuzzuf.net/jobs/p/IyrpXZTaPk2c-Vendor-Consultant---Italian-AVS-NOP-Amazon-MENA-Cairo-Egypt,"Cairo, Egypt ",Amazon MENA -,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · engineering · information technology (it) · computer science · sales · management · operations · planning
Machine Learning Software Engineer,https://wuzzuf.net/jobs/p/uOo7surO9Scf-Machine-Learning-Software-Engineer-DigiSay-Aggregated-Cairo-Egypt,"Cairo, Egypt ",DigiSay -,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Machine Learning · Computer Science · Information Technology (IT) · Software Engineering · Python · Computer Engineering · Software Development
Device Merchandising Sr. Team Leader,https://wuzzuf.net/jobs/p/BDSlJv1sLC9M-Device-Merchandising-Sr-Team-Leader-Vodafone---Egypt-Aggregated-Cairo-Egypt,"Cairo, Egypt ",Vodafone - Egypt -,Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · sales · marketing · management · retail
IT Manager,https://wuzzuf.net/jobs/p/mQHLq9GEgiur-IT-Manager-Fort-Capital-Cairo-Egypt,"Maadi, Cairo, Egypt ",Fort Capital -,Manager · 15 - 20 Yrs of Exp · males_only · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · IT Manager · Computer Engineering · IT · Network Administration · Network Security
Senior WordPress Developer,https://wuzzuf.net/jobs/p/OfdXIJRYNxTp-Senior-WordPress-Developer-WorkMotion-Aggregated-Cairo-Egypt,"Cairo, Egypt ",WorkMotion -,Not specified · Business Development · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · javaScript · Software Engineering · CSS · HTML
VDI TECHNICAL SUPPORT ENGINEER,https://wuzzuf.net/jobs/p/teYZHpEvGuvE-VDI-TECHNICAL-SUPPORT-ENGINEER-Commercial-International-Group-Aggregated-Cairo-Egypt,"Cairo, Egypt ",Commercial International Group -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Technical Support · Computer Science · Engineering · Customer Service · Customer Support · Customer Care
Information Technology,https://wuzzuf.net/jobs/p/6RrVO3Yp3L00-Information-Technology-NTS-Group-Cairo-Egypt,"Downtown, Cairo, Egypt ",NTS Group -,Experienced · 1+ Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · Software Development · Software
IT Operations Supervisor,https://wuzzuf.net/jobs/p/TWH5LnVXfCFG-IT-Operations-Supervisor-Top-Chef-Cairo-Egypt,"Obour City, Cairo, Egypt ",Top Chef -,Experienced · 2 - 6 Yrs of Exp · males_preferred · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Communication · Computer Science · Information Technology (IT) · IT · networks · Installation · Security
Business Analyst Intern,https://wuzzuf.net/jobs/p/0ii9IRZEQDsu-Business-Analyst-Intern-McKinsey-Company-Abu-Dhabi-United-Arab-Emirates,"Abu Dhabi, United Arab Emirates ",McKinsey & Company -,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Information Technology (IT) · Computer Science · Analysis · Business Development · Software Development · Software
Legal Associate Manager,https://wuzzuf.net/jobs/p/EfWfgzhZoKlG-Legal-Associate-Manager-Pepsico-Aggregated-Cairo-Egypt,"Cairo, Egypt ",Pepsico -,Not specified · IT/Software Development · Legal · Project/Program Management · Legal · Law · Project Management · PMP · Information Technology (IT) · Computer Science · Marketing
Junior Software Engineer in AI,https://wuzzuf.net/jobs/p/1KLwKI7Flkb2-Junior-Software-Engineer-in-AI-ROBUSTA-Aggregated-Cairo-Egypt,"Cairo, Egypt ",ROBUSTA -,Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Computer Engineering · C# · SQL
Senior Software Engineer/Senior Technical Software Engineer (iOs/Android),https://wuzzuf.net/jobs/p/j6szWSE4yqQi-Senior-Software-EngineerSenior-Technical-Software-Engineer-iOsAndroid-Emirates-Airlines-Aggregated-Cairo-Egypt,"Cairo, Egypt ",Emirates Airlines -,Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Software Engineering · Software Development · Software Testing · Computer Engineering
Procurement Manager,https://wuzzuf.net/jobs/p/qo0Ux4OLxGJT-Procurement-Manager-Atco-Pharma-For-Pharmaceutical-Industries-Monufya-Egypt,"Quweisna, Monufya, Egypt ",Atco Pharma For Pharmaceutical Industries -,Manager · 10+ Yrs of Exp · Logistics/Supply Chain · Pharmaceutical · Purchasing/Procurement · Purchasing · Procurement · Supply Chain · Sourcing · Business Administration · Logistics · Pharmacy
Business Support Associate - Operational Information Management SSA -L6,https://wuzzuf.net/jobs/p/GS8otz35Cw9F-Business-Support-Associate---Operational-Information-Management-SSA--L6-World-Food-Program---Other-locations-Cairo-Egypt,"Cairo, Egypt ",World Food Program - Other locations -,Not specified · Business Development · Customer Service/Support · Sales/Retail · Customer Service · Business Development · Customer Support · Customer Care · Sales Skills · Sales Target · Marketing
Network And Security Engineer,https://wuzzuf.net/jobs/p/aPm1PjZu82ZD-Network-And-Security-Engineer-Power-International-Holding-Doha-Qatar,"Doha, Qatar ",Power International Holding -,Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Networking · Computer Engineering · CCNA · Networks
UI/ UX Designer,https://wuzzuf.net/jobs/p/NpElwLHv9hHv-UI-UX-Designer-Dimofinf-Operations-Center-Cairo-Egypt,"Cairo, Egypt ",Dimofinf Operations Center -,Experienced · 3+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Design · CSS3 · front-end · HTML5 · Information Technology (IT) · UI
Mobile Maintenance Engineer - 6 October,https://wuzzuf.net/jobs/p/1sFTwSVqgyED-Mobile-Maintenance-Engineer---6-October-Raya-Distribution-Giza-Egypt,"6th of October, Giza, Egypt ",Raya Distribution -,Entry Level · 1 - 2 Yrs of Exp · Engineering - Telecom/Technology · Computer Science · Communication · Electronics · Maintenance
Odoo Developer,https://wuzzuf.net/jobs/p/ozKXAlmpCDCG-Odoo-Developer-GMC-Cairo-Egypt,"Maadi, Cairo, Egypt ",GMC -,Entry Level · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Design · Information Technology (IT) · Odoo Development · Software Development · Odoo · Linux
Systems Administrator / IT Operations Specialist - Working Remotely,https://wuzzuf.net/jobs/p/S2F2badDYxyh-Systems-Administrator-IT-Operations-Specialist---Working-Remotely-Vice-Keeper-Cairo-Egypt,"Cairo, Egypt ",Vice Keeper -,Experienced · 2 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · API · Computer Science · Communication · Information Technology (IT) · IT Systems · IT · networks
Junior BI Developer,https://wuzzuf.net/jobs/p/JYiSR9kyHr4k-Junior-BI-Developer-Giza-Egypt,"Giza, Giza, Egypt ",Confidential -,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · SQL · BI
InfoSec Assurance Sr Analyst,https://wuzzuf.net/jobs/p/zR6nYdT5KKai-InfoSec-Assurance-Sr-Analyst-Pepsico-Aggregated-Cairo-Egypt,"Cairo, Egypt ",Pepsico -,Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology · information technology (it) · computer science · qa · qc · testing
HSE Coordinator,https://wuzzuf.net/jobs/p/Guzysvxy8cP9-HSE-Coordinator-Rawabi-Holding-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Rawabi Holding -,Not specified · Engineering - Construction/Civil/Architecture · Quality · Engineering - Mechanical/Electrical · engineering · hse · quality · construction · safety · osha · science
Senior/Lead Quality Assurance Engineer,https://wuzzuf.net/jobs/p/gyasNNuDIXrs-SeniorLead-Quality-Assurance-Engineer-Emirates-Airlines-Aggregated-Cairo-Egypt,"Cairo, Egypt ",Emirates Airlines -,Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Assurance · Quality Control · Computer Science · Information Technology (IT) · Quality · Software Development · Software Testing
Junior Backend Engineer,https://wuzzuf.net/jobs/p/5CsEwJprsc7L-Junior-Backend-Engineer-Octane-solutions-Cairo-Egypt,"Cairo, Egypt ",Octane solutions  -,Entry Level · 1 - 2 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Agile · Automation · computer · Computer Science · Engineering · Information Technology (IT) · quality
Senior Backend Engineer,https://wuzzuf.net/jobs/p/xP0gM6OQdLt0-Senior-Backend-Engineer-Octane-solutions-Cairo-Egypt,"Cairo, Egypt ",Octane solutions  -,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Agile · Automation · computer · Computer Science · Engineering · Information Technology (IT) · quality
Oracle Fusion ERP Consultant,https://wuzzuf.net/jobs/p/ANL82hGmeksk-Oracle-Fusion-ERP-Consultant-Sscegypt-Cairo-Egypt,"Cairo, Egypt ",Sscegypt -,Not specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Oracle · Information Technology (IT) · Computer Science · ERP · Fusion · EBS · Oracle Fusion
.NET DEVELOPER,https://wuzzuf.net/jobs/p/DH7eTf7xvktW-NET-DEVELOPER-Mvisionit-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ",Mvisionit -,Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · .NET · C# · ASP.NET · SQL
Technical Support Specialist,https://wuzzuf.net/jobs/p/9TAiT5YQa9QJ-Technical-Support-Specialist-IQVIA-Aggregated-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",IQVIA -,Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Technical Support · Computer Science · Customer Service · Customer Support · Customer Care · Engineering
CRM DevOps Engineer,https://wuzzuf.net/jobs/p/JCZaet1crJNx-CRM-DevOps-Engineer-Reyada-Business-Services-and-Consulting-Cairo-Egypt,"Nasr City, Cairo, Egypt ",Reyada Business Services and Consulting -,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · PHP · DevOps · CRM · Information Technology (IT) · JavaScript · Computer Science · Computer Engineering · Programming · Testing
Business Development Manager,https://wuzzuf.net/jobs/p/4icI1zTuRA8g-Business-Development-Manager-deugro-USA-Inc-Dubai-United-Arab-Emirates,"Dubai, United Arab Emirates ","deugro (USA), Inc. -",Not specified · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · Sales Skills · Sales Target · Marketing · Customer Service · Customer Support
Senior Software Quality Engineer,https://wuzzuf.net/jobs/p/6zRgBWQrifyy-Senior-Software-Quality-Engineer-Albostany-for-real-estate-Aggregated-Cairo-Egypt,"Cairo, Egypt ",Albostany for real estate -,Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Quality Control · Quality Assurance · Software Testing
Quality Assurance Specialist,https://wuzzuf.net/jobs/p/ergIuNT3Nks1-Quality-Assurance-Specialist-Giza-Egypt,"6th of October, Giza, Egypt ",Confidential -,Experienced · 2 - 5 Yrs of Exp · R&D/Science · Manufacturing/Production · Quality · Quality Assurance · Analysis · Communication skills · QA · quality · Data
Software Development Manager,https://wuzzuf.net/jobs/p/GlPKWHnxBFl7-Software-Development-Manager-Giza-Egypt,"6th of October, Giza, Egypt ",Confidential -,Manager · 3 - 7 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Azure · Computer Science · developer · Engineering · ERP System · Information Technology (IT) · ERP
Production Control Senior Specialist,https://wuzzuf.net/jobs/p/bMBl4gWYNFCm-Production-Control-Senior-Specialist-Nissan-Aggregated-Cairo-Egypt,"Cairo, Egypt ",Nissan -,Not specified · Logistics/Supply Chain · Quality · Pharmaceutical · Quality · Quality Control · Quality Assurance · Inventory · Inventory Control · Logistics · Computer Skills
Snacks Project Manager - Associate Analyst,https://wuzzuf.net/jobs/p/O6FoIALlvE7N-Snacks-Project-Manager---Associate-Analyst-Pepsi-Aggregated-Cairo-Egypt,"Cairo, Egypt ",Pepsi -,Not specified · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Project Management · Engineering · PMP · Information Technology (IT) · Computer Science · Management · Civil Engineering
AI Engineer,https://wuzzuf.net/jobs/p/dEcHZZYBpfdG-AI-Engineer-Lucidya-Aggregated-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Lucidya -,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · AI · Information Technology (IT) · Computer Science · Engineering · Python · Software Engineering · NLP
Senior Software Engineer/Senior Technical Software Engineer (Java),https://wuzzuf.net/jobs/p/InEoXKxOmtcg-Senior-Software-EngineerSenior-Technical-Software-Engineer-Java-Emirates-Airlines-Aggregated-Cairo-Egypt,"Cairo, Egypt ",Emirates Airlines -,Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Software Engineering · Software Development · Software Testing · Computer Engineering
Senior Backend Developer PHP / Laravel,https://wuzzuf.net/jobs/p/OgN6JhUiJztG-Senior-Backend-Developer-PHP-Laravel-Sulfah-Cairo-Egypt,"Maadi, Cairo, Egypt ",Sulfah -,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Information Technology (IT) · PHP
Full Stack Web Developer,https://wuzzuf.net/jobs/p/U1uaBFjiNlRl-Full-Stack-Web-Developer-IQRA-Network-Cairo-Egypt,"Cairo, Egypt ",IQRA Network -,Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Full Stack · HTML · Information Technology (IT) · Java · JavaScript · jQuery
